,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
1254,1255,80,529,2017-01-15,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2004-08-09
1255,1256,52,1428,2017-12-06,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-09
1256,1257,56,2498,2017-06-13,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-04
1257,1258,21,2222,2017-11-01,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-07
1258,1259,16,386,2017-07-18,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-11
1259,1260,96,2288,2017-12-01,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-11
1260,1261,17,210,2017-06-10,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,2010-11-07
1261,1262,0,2679,2017-10-06,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-25
1262,1263,37,1029,2017-03-08,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-22
1263,1264,99,3095,2017-11-24,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2001-11-27
1264,1265,49,375,2017-09-30,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1991-01-23
1265,1266,38,1572,2017-10-09,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2014-07-30
1266,1267,18,911,2017-11-04,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-14
1267,1268,60,2548,2017-08-04,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26
1268,1269,80,2103,2017-06-07,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27
1269,1270,1,3233,2017-10-11,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2003-02-09
1270,1271,52,2472,2017-10-06,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2006-11-12
1271,1272,0,1759,2017-06-17,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24
1272,1273,90,1315,2017-05-07,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1999-07-28
1273,1274,93,539,2017-07-22,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-04
1274,1275,97,27,2017-04-08,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-31
1275,1276,14,1978,2017-01-20,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-07
1276,1277,2,3455,2017-06-27,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-17
1277,1278,81,2048,2017-10-21,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-06
1278,1279,18,469,2017-02-22,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2005-05-12
1279,1280,3,3102,2017-03-28,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-08-26
1280,1281,0,2500,2017-02-19,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2012-05-20
1281,1282,97,3491,2017-02-02,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-31
1283,1284,38,2317,2017-07-29,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-18
1284,1285,57,2290,2017-02-26,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2011-08-26
1285,1286,11,2856,2017-12-24,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1993-10-04
1286,1287,35,1918,2017-10-13,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
1287,1288,50,1419,2017-02-28,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2015-10-20
1288,1289,95,1368,2017-06-05,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-12
1289,1290,38,367,2017-10-08,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2007-12-13
1290,1291,46,463,2017-08-21,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2012-06-06
1291,1292,14,3187,2017-10-28,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2010-05-07
1292,1293,67,1931,2017-01-01,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24
1293,1294,12,2311,2017-04-09,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-19
1294,1295,93,158,2017-06-08,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-05
1295,1296,0,3375,2017-10-24,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2004-09-30
1296,1297,43,3255,2017-09-15,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-11
1297,1298,93,743,2017-06-02,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2004-01-18
1298,1299,70,668,2017-01-29,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-13
1299,1300,75,604,2017-05-21,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-24
1300,1301,85,1893,2017-11-12,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-04
1301,1302,25,2008,2017-05-25,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-06
1302,1303,54,3326,2017-02-14,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2005-10-24
1303,1304,67,2294,2017-09-29,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24
1304,1305,9,2161,2017-08-28,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-09
1305,1306,46,1356,2017-11-20,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-22
1306,1307,62,1843,2017-04-23,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2011-04-18
1307,1308,0,1908,2017-08-16,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1991-05-08
1308,1309,76,2435,2017-08-29,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-12
1309,1310,59,495,2017-06-26,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,2010-11-07
1310,1311,3,1625,2017-03-08,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2007-08-06
1311,1312,75,2774,2017-02-26,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-24
1312,1313,64,1473,2017-09-03,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-05-23
1313,1314,5,3469,2017-06-04,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2007-08-06
1314,1315,43,1170,2017-10-05,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1993-04-14
1315,1316,64,2540,2017-08-04,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-04-13
1316,1317,16,2142,2017-01-09,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-11
1317,1318,12,3478,2017-06-08,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-19
1318,1319,97,414,2017-03-01,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-09
1319,1320,95,372,2017-10-27,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1994-08-12
1320,1321,21,364,2017-10-17,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-07
1321,1322,3,3214,2017-10-23,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2004-09-30
1322,1323,7,2380,2017-02-24,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2011-04-18
1323,1324,91,643,2017-06-16,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1994-08-12
1324,1325,52,1298,2017-01-11,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-27
1325,1326,91,756,2017-03-28,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,2013-06-11
1326,1327,99,773,2017-03-20,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12
1327,1328,52,1641,2017-04-27,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-27
1328,1329,73,54,2017-10-07,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2004-07-27
1329,1330,90,2261,2017-04-25,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2002-10-12
1330,1331,31,2881,2017-02-13,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12
1331,1332,94,2678,2017-03-20,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-11
1332,1333,83,1841,2017-11-24,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-18
1333,1334,0,1304,2017-01-18,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-04
1334,1335,18,1969,2017-09-30,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2011-05-09
1335,1336,43,1016,2017-10-07,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,2014-07-30
1336,1337,53,635,2017-09-21,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1993-07-22
1337,1338,98,677,2017-10-20,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-18
1338,1339,89,482,2017-05-23,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-22
1339,1340,90,442,2017-02-18,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-12
1340,1341,39,1533,2017-09-17,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1997-05-12
1341,1342,88,226,2017-04-03,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-18
1342,1343,62,3353,2017-04-22,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,2015-05-23
1343,1344,81,3216,2017-06-19,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,2004-08-09
1344,1345,76,3254,2017-11-29,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-12
1345,1346,7,82,2017-02-20,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-13
1346,1347,71,3373,2017-10-01,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-26
1347,1348,40,918,2017-05-10,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-23
1348,1349,38,406,2017-02-17,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-17
1349,1350,86,2223,2017-01-12,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-09
1350,1351,1,1196,2017-06-28,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16
1351,1352,66,999,2017-08-15,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2015-10-20
1352,1353,43,1576,2017-04-20,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-06
1353,1354,46,1872,2017-07-30,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2003-02-18
1355,1356,4,3251,2017-03-27,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-19
1356,1357,35,853,2017-05-23,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
1357,1358,6,636,2017-10-13,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-09
1358,1359,35,935,2017-03-27,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1995-12-21
1359,1360,3,3289,2017-08-17,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-05-09
1360,1361,88,613,2017-10-18,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-11
1362,1363,38,2347,2017-05-15,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-17
1363,1364,36,1771,2017-08-08,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-21
1364,1365,73,1698,2017-09-21,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2014-10-12
1365,1366,65,1793,2017-02-20,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2010-11-07
1366,1367,13,1403,2017-07-19,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-11
1367,1368,5,520,2017-12-06,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-31
1368,1369,60,2618,2017-12-17,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26
1369,1370,52,347,2017-01-18,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1997-01-27
1370,1371,100,3352,2017-11-23,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-08
1372,1373,72,566,2017-01-04,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1993-06-25
1373,1374,33,616,2017-09-29,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-21
1374,1375,63,2812,2017-10-04,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1991-08-07
1375,1376,23,2924,2017-07-16,0.0,Cancelled,Norco Bicycles,Mountain,low,small,688.63,612.88,1991-11-12
1376,1377,9,1499,2017-07-06,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2016-07-11
1377,1378,58,137,2017-03-25,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-27
1378,1379,13,3128,2017-03-09,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2006-02-04
1379,1380,76,957,2017-06-02,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2015-08-12
1380,1381,61,114,2017-10-21,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-19
1382,1383,2,2755,2017-10-25,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-17
1383,1384,57,1389,2017-02-21,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-23
1384,1385,73,1130,2017-05-29,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-09-02
1385,1386,76,564,2017-01-05,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-12
1386,1387,80,1814,2017-06-27,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27
1387,1388,57,2992,2017-11-10,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-05-23
1388,1389,94,486,2017-02-15,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1994-08-12
1389,1390,49,3474,2017-08-15,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1997-10-06
1390,1391,28,3084,2017-02-03,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1992-10-13
1391,1392,70,1541,2017-10-21,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2004-07-27
1392,1393,65,2939,2017-03-12,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2005-10-24
1393,1394,14,145,2017-05-15,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-07
1394,1395,42,681,2017-01-17,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2003-02-18
1395,1396,31,3252,2017-02-26,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1998-12-18
1396,1397,86,2603,2017-04-20,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-20
1397,1398,15,2985,2017-07-28,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1996-11-11
1398,1399,40,3109,2017-07-14,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2011-05-11
1399,1400,19,3244,2017-12-09,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-10
1400,1401,99,2965,2017-09-20,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-03
1401,1402,91,3220,2017-10-11,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
1402,1403,0,2891,2017-01-01,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1993-07-22
1403,1404,62,17,2017-03-14,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1992-10-04
1404,1405,3,16,2017-08-17,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2001-11-27
1405,1406,50,2459,2017-05-13,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-24
1406,1407,7,1404,2017-11-01,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2003-08-07
1407,1408,85,1001,2017-02-07,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-04
1408,1409,48,2205,2017-05-04,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-30
1409,1410,93,2969,2017-07-15,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1994-08-12
1410,1411,79,1183,2017-07-30,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2007-08-06
1411,1412,57,3240,2017-09-05,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2015-06-19
1412,1413,79,2446,2017-10-20,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-11
1413,1414,32,993,2017-09-12,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-27
1414,1415,46,1528,2017-04-25,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-22
1415,1416,57,2088,2017-05-26,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1993-06-25
1416,1417,8,1311,2017-02-16,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2005-12-09
1417,1418,22,36,2017-04-08,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-17
1418,1419,83,421,2017-02-23,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1999-07-28
1419,1420,0,988,2017-09-09,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-09
1420,1421,9,2651,2017-03-29,1.0,Cancelled,OHM Cycles,Road,medium,medium,742.54,667.4,2014-03-05
1421,1422,3,2469,2017-04-15,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2003-02-09
1422,1423,78,2982,2017-09-02,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1991-07-12
1423,1424,7,770,2017-08-02,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1995-12-21
1424,1425,79,1813,2017-12-12,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-11
1425,1426,92,1252,2017-07-09,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1998-12-18
1426,1427,82,1642,2017-10-07,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1998-12-18
1427,1428,53,1082,2017-07-08,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-11
1428,1429,93,2667,2017-09-09,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2013-06-11
1429,1430,41,470,2017-01-24,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-12
1430,1431,34,997,2017-02-15,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1999-07-22
1431,1432,35,2036,2017-09-20,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
1432,1433,65,3315,2017-07-19,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1992-10-04
1433,1434,79,2312,2017-04-29,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2007-08-06
1434,1435,21,1681,2017-12-08,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05
1435,1436,30,2938,2017-06-12,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,2015-04-13
1436,1437,53,1992,2017-02-27,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2009-04-14
1437,1438,38,2969,2017-12-19,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2008-03-21
1438,1439,48,2858,2017-08-21,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2016-11-16
1439,1440,26,2574,2017-10-24,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-28
1440,1441,43,1370,2017-10-21,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-06
1441,1442,5,110,2017-01-19,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-31
1442,1443,4,3273,2017-02-03,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2003-03-20
1443,1444,83,901,2017-10-09,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1999-07-28
1444,1445,32,1244,2017-11-14,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-24
1445,1446,54,249,2017-06-19,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-23
1446,1447,1,1783,2017-11-10,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16
1447,1448,10,736,2017-12-19,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-09-02
1448,1449,1,173,2017-01-03,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1997-08-27
1449,1450,49,2611,2017-07-01,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
1450,1451,44,2351,2017-11-05,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2003-02-18
1451,1452,96,422,2017-07-03,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-12
1452,1453,89,1612,2017-10-24,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-09
1453,1454,1,2608,2017-12-13,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2005-08-11
1454,1455,36,1761,2017-09-03,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1997-05-12
1455,1456,65,1957,2017-05-01,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-23
1456,1457,9,792,2017-01-28,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1992-10-13
1457,1458,1,3208,2017-05-14,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-24
1458,1459,42,874,2017-05-14,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1993-04-14
1459,1460,7,163,2017-07-06,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1995-12-21
1460,1461,72,3468,2017-03-26,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-08
1461,1462,33,3101,2017-10-06,1.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-21
1462,1463,21,1957,2017-08-05,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-07
1463,1464,75,1477,2017-10-14,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2014-10-12
1464,1465,7,1659,2017-05-20,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2011-03-18
1465,1466,69,1700,2017-08-24,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2015-08-12
1466,1467,89,1894,2017-08-27,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2006-02-04
1467,1468,1,257,2017-09-16,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-04
1468,1469,93,325,2017-05-13,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2016-03-31
1469,1470,55,1104,2017-12-19,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-23
1470,1471,0,1647,2017-05-18,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1997-02-11
1471,1472,27,2715,2017-06-27,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-25
1472,1473,20,1016,2017-02-20,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2011-05-09
1473,1474,41,1611,2017-10-05,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1996-04-07
1474,1475,12,2629,2017-06-17,1.0,Cancelled,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-27
1475,1476,31,1939,2017-06-13,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2011-03-18
1476,1477,13,1699,2017-09-03,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2005-12-09
1477,1478,30,2954,2017-12-14,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-12
1478,1479,57,1554,2017-09-06,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1994-09-11
1479,1480,25,2711,2017-10-28,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-06
1480,1481,31,2461,2017-04-23,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12
1481,1482,57,2999,2017-01-16,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,2011-08-26
1482,1483,99,2702,2017-12-11,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1991-05-08
1483,1484,36,1591,2017-06-12,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,2006-02-04
1484,1485,63,1461,2017-12-12,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,2015-04-13
1485,1486,69,85,2017-01-18,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-04
1486,1487,24,604,2017-05-13,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-09
1487,1488,1,695,2017-06-19,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-24
1488,1489,83,1601,2017-08-15,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-18
1489,1490,53,251,2017-11-05,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2011-08-26
1490,1491,79,1081,2017-12-18,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-11
1491,1492,0,1623,2017-12-28,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1991-01-23
1492,1493,64,244,2017-06-19,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-20
1493,1494,67,3219,2017-04-26,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24
1494,1495,86,3330,2017-08-03,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2000-11-05
1495,1496,93,2755,2017-12-02,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2003-09-12
1496,1497,51,2346,2017-04-08,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1993-04-14
1497,1498,53,2358,2017-12-27,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2009-03-10
